"total_revenue","day","month","time","con_time","category","price","mean_temp","seemean","precipitation","cold_sc","flu_sc","pneumonia_sc","coronavirus_sc","sell_sequence","rank_seq_mean","rank_brand","brand","code_name"
794000,"3"," 2"," 0",0,"3",129,1.8,6e-04,7.245,0.088,0.099,0.145,0.009,1,1,387,"100209","200746"
5264000,"3"," 2"," 0",0.021,"3",129,1.8,0.0452,7.245,0.088,0.099,0.145,0.009,2,3,387,"100209","200746"
6034000,"3"," 2"," 0",0,"3",188,1.8,6e-04,7.245,0.088,0.099,0.145,0.009,1,1,387,"100209","200747"
25060000,"3"," 2"," 0",0.021,"3",188,1.8,0.0452,7.245,0.088,0.099,0.145,0.009,2,3,387,"100209","200747"
503000,"3"," 2"," 0",0,"3",79,1.8,6e-04,7.245,0.088,0.099,0.145,0.009,1,1,387,"100209","200750"
2782000,"3"," 2"," 0",0.021,"3",79,1.8,0.0452,7.245,0.088,0.099,0.145,0.009,2,3,387,"100209","200750"
736000,"3"," 2"," 0",0,"3",119,1.8,6e-04,7.245,0.088,0.099,0.145,0.009,1,1,387,"100209","200751"
4171000,"3"," 2"," 0",0.021,"3",119,1.8,0.0452,7.245,0.088,0.099,0.145,0.009,2,3,387,"100209","200751"
3453000,"3"," 2"," 0",0,"3",168,1.8,6e-04,7.245,0.088,0.099,0.145,0.009,1,1,387,"100209","200752"
22868000,"3"," 2"," 0",0.021,"3",168,1.8,0.0452,7.245,0.088,0.099,0.145,0.009,2,3,387,"100209","200752"
10422000,"4"," 2"," 0",0,"1",269,1.9,0.0667,0.01,0.082,0.1,0.141,0.009,1,1,412,"100049","202046"
23198000,"4"," 2"," 0",0.014,"1",269,1.9,0.1143,0.01,0.082,0.1,0.141,0.009,2,3,412,"100049","202046"
26350000,"4"," 2"," 0",0.028,"1",269,1.9,0.9143,0.01,0.082,0.1,0.141,0.009,3,6,412,"100049","202046"
14054000,"5"," 2"," 0",0,"2",99.9,1.7,0.1571,0,0.076,0.089,0.147,0.011,1,1,375,"100696","202060"
22979000,"5"," 2"," 0",0.014,"2",99.9,1.7,0.2286,0,0.076,0.089,0.147,0.011,2,3,375,"100696","202060"
32581000,"5"," 2"," 0",0.028,"2",99.9,1.7,6e-04,0,0.076,0.089,0.147,0.011,3,6,375,"100696","202060"
17696000,"6"," 2"," 0",0,"2",99,2.8,6e-04,0,0.074,0.095,0.141,0.01,1,1,381,"100278","200903"
40329000,"6"," 2"," 0",0.014,"2",99,2.8,6e-04,0,0.074,0.095,0.141,0.01,2,3,381,"100278","200903"
44304000,"6"," 2"," 0",0.028,"2",99,2.8,1.1667,0,0.074,0.095,0.141,0.01,3,6,381,"100278","200903"
17360000,"7"," 2"," 0",0,"2",139,4.3,0.0476,0.16,0.066,0.075,0.11,0.012,1,1,492,"100607","201879"
34796000,"7"," 2"," 0",0.014,"2",139,4.3,6e-04,0.16,0.066,0.075,0.11,0.012,2,3,492,"100607","201879"
65246000,"7"," 2"," 0",0.028,"2",139,4.3,0.1286,0.16,0.066,0.075,0.11,0.012,3,6,492,"100607","201879"
14305000,"1"," 2"," 0",0,"2",109.9,5.4,0.4286,0,0.068,0.072,0.099,0.007,1,1,446,"100780","202280"
29756000,"1"," 2"," 0",0.014,"2",109.9,5.4,6e-04,0,0.068,0.072,0.099,0.007,2,3,446,"100780","202280"
40337000,"1"," 2"," 0",0.028,"2",109.9,5.4,6e-04,0,0.068,0.072,0.099,0.007,3,6,446,"100780","202280"
8512000,"2"," 2"," 0",0,"1",269,4.5,6e-04,0,0.085,0.111,0.159,0.01,1,1,412,"100049","202046"
11041000,"2"," 2"," 0",0.014,"1",269,4.5,0.1429,0,0.085,0.111,0.159,0.01,2,3,412,"100049","202046"
22026000,"2"," 2"," 0",0.028,"1",269,4.5,0.0714,0,0.085,0.111,0.159,0.01,3,6,412,"100049","202046"
15496000,"3"," 2"," 0",0,"1",399,4,0.4619,0.1,0.079,0.099,0.146,0.01,1,1,412,"100049","202043"
21597000,"3"," 2"," 0",0.014,"1",399,4,0.781,0.1,0.079,0.099,0.146,0.01,2,3,412,"100049","202043"
47159000,"3"," 2"," 0",0.028,"1",399,4,6e-04,0.1,0.079,0.099,0.146,0.01,3,6,412,"100049","202043"
50000,"4"," 2"," 0",0,"3",89,6.4,6e-04,0.05,0.083,0.096,0.141,0.011,1,1,387,"100209","200745"
2355000,"4"," 2"," 0",0.021,"3",89,6.4,0.0581,0.05,0.083,0.096,0.141,0.011,2,3,387,"100209","200745"
1166000,"4"," 2"," 0",0,"3",129,6.4,6e-04,0.05,0.083,0.096,0.141,0.011,1,1,387,"100209","200746"
3770000,"4"," 2"," 0",0.021,"3",129,6.4,0.0581,0.05,0.083,0.096,0.141,0.011,2,3,387,"100209","200746"
4947000,"4"," 2"," 0",0,"3",188,6.4,6e-04,0.05,0.083,0.096,0.141,0.011,1,1,387,"100209","200747"
11466000,"4"," 2"," 0",0.021,"3",188,6.4,0.0581,0.05,0.083,0.096,0.141,0.011,2,3,387,"100209","200747"
1413000,"4"," 2"," 0",0,"3",79,6.4,6e-04,0.05,0.083,0.096,0.141,0.011,1,1,387,"100209","200750"
1867000,"4"," 2"," 0",0.021,"3",79,6.4,0.0581,0.05,0.083,0.096,0.141,0.011,2,3,387,"100209","200750"
1422000,"4"," 2"," 0",0,"3",119,6.4,6e-04,0.05,0.083,0.096,0.141,0.011,1,1,387,"100209","200751"
2111000,"4"," 2"," 0",0.021,"3",119,6.4,0.0581,0.05,0.083,0.096,0.141,0.011,2,3,387,"100209","200751"
11705000,"4"," 2"," 0",0,"3",168,6.4,6e-04,0.05,0.083,0.096,0.141,0.011,1,1,387,"100209","200752"
18511000,"4"," 2"," 0",0.021,"3",168,6.4,0.0581,0.05,0.083,0.096,0.141,0.011,2,3,387,"100209","200752"
742000,"5"," 2"," 0",0,"2",89,5.2,0.0429,1.3,0.077,0.081,0.126,0.012,1,1,492,"100610","201863"
50000,"5"," 2"," 0",0.014,"2",89,5.2,6e-04,1.3,0.077,0.081,0.126,0.012,2,3,492,"100610","201863"
794000,"5"," 2"," 0",0.028,"2",89,5.2,0.6857,1.3,0.077,0.081,0.126,0.012,3,6,492,"100610","201863"
14059000,"5"," 2"," 0",0,"2",89,5.2,0.0429,1.3,0.077,0.081,0.126,0.012,1,1,492,"100610","201886"
19233000,"5"," 2"," 0",0.014,"2",89,5.2,6e-04,1.3,0.077,0.081,0.126,0.012,2,3,492,"100610","201886"
27345000,"5"," 2"," 0",0.028,"2",89,5.2,0.6857,1.3,0.077,0.081,0.126,0.012,3,6,492,"100610","201886"
4895000,"5"," 2"," 0",0,"2",89,5.2,0.0429,1.3,0.077,0.081,0.126,0.012,1,1,492,"100610","201907"
4094000,"5"," 2"," 0",0.014,"2",89,5.2,6e-04,1.3,0.077,0.081,0.126,0.012,2,3,492,"100610","201907"
5224000,"5"," 2"," 0",0.028,"2",89,5.2,0.6857,1.3,0.077,0.081,0.126,0.012,3,6,492,"100610","201907"
7007000,"6"," 3"," 0",0,"10",648,4.9,0.0333,0,0.073,0.078,0.105,0.008,1,1,495,"100205","200731"
17446000,"6"," 3"," 0",0.014,"10",648,4.9,0.0333,0,0.073,0.078,0.105,0.008,2,3,495,"100205","200731"
15699000,"6"," 3"," 0",0.028,"10",648,4.9,6e-04,0,0.073,0.078,0.105,0.008,3,6,495,"100205","200731"
8073000,"6"," 3"," 0",0,"10",598,4.9,0.0333,0,0.073,0.078,0.105,0.008,1,1,495,"100205","200732"
20917000,"6"," 3"," 0",0.014,"10",598,4.9,0.0333,0,0.073,0.078,0.105,0.008,2,3,495,"100205","200732"
12891000,"6"," 3"," 0",0.028,"10",598,4.9,6e-04,0,0.073,0.078,0.105,0.008,3,6,495,"100205","200732"
11811000,"6"," 3"," 0",0,"10",548,4.9,0.0333,0,0.073,0.078,0.105,0.008,1,1,495,"100205","200733"
14750000,"6"," 3"," 0",0.014,"10",548,4.9,0.0333,0,0.073,0.078,0.105,0.008,2,3,495,"100205","200733"
22107000,"6"," 3"," 0",0.028,"10",548,4.9,6e-04,0,0.073,0.078,0.105,0.008,3,6,495,"100205","200733"
7761000,"7"," 3"," 0",0,"1",59.9,5.9,0.0667,0,0.064,0.076,0.114,0.01,1,1,444,"100377","201223"
18662000,"7"," 3"," 0",0.014,"1",59.9,5.9,0.6048,0,0.064,0.076,0.114,0.01,2,3,444,"100377","201223"
25985000,"7"," 3"," 0",0.028,"1",59.9,5.9,1.2048,0,0.064,0.076,0.114,0.01,3,6,444,"100377","201223"
4425000,"7"," 3"," 0",0,"1",59.9,5.9,0.0667,0,0.064,0.076,0.114,0.01,1,1,444,"100377","201229"
9419000,"7"," 3"," 0",0.014,"1",59.9,5.9,0.6048,0,0.064,0.076,0.114,0.01,2,3,444,"100377","201229"
13958000,"7"," 3"," 0",0.028,"1",59.9,5.9,1.2048,0,0.064,0.076,0.114,0.01,3,6,444,"100377","201229"
15828000,"1"," 3"," 0",0,"1",199,7.2,6e-04,0,0.071,0.072,0.104,0.006,1,1,473,"100270","200892"
35072000,"1"," 3"," 0",0.014,"1",199,7.2,6e-04,0,0.071,0.072,0.104,0.006,2,3,473,"100270","200892"
31023000,"1"," 3"," 0",0.028,"1",199,7.2,6e-04,0,0.071,0.072,0.104,0.006,3,6,473,"100270","200892"
17737000,"1"," 3"," 0",0,"1",199,7.2,6e-04,0,0.071,0.072,0.104,0.006,1,1,473,"100271","200889"
52373000,"1"," 3"," 0",0.014,"1",199,7.2,6e-04,0,0.071,0.072,0.104,0.006,2,3,473,"100271","200889"
55872000,"1"," 3"," 0",0.028,"1",199,7.2,6e-04,0,0.071,0.072,0.104,0.006,3,6,473,"100271","200889"
50000,"2"," 3"," 0",0,"2",89,7.7,0.8143,0,0.092,0.101,0.146,0.01,1,1,492,"100610","201863"
1549000,"2"," 3"," 0",0.014,"2",89,7.7,0.8333,0,0.092,0.101,0.146,0.01,2,3,492,"100610","201863"
50000,"2"," 3"," 0",0.028,"2",89,7.7,1.1286,0,0.092,0.101,0.146,0.01,3,6,492,"100610","201863"
13876000,"2"," 3"," 0",0,"2",89,7.7,0.8143,0,0.092,0.101,0.146,0.01,1,1,492,"100610","201886"
24274000,"2"," 3"," 0",0.014,"2",89,7.7,0.8333,0,0.092,0.101,0.146,0.01,2,3,492,"100610","201886"
17571000,"2"," 3"," 0",0.028,"2",89,7.7,1.1286,0,0.092,0.101,0.146,0.01,3,6,492,"100610","201886"
2292000,"2"," 3"," 0",0,"2",89,7.7,0.8143,0,0.092,0.101,0.146,0.01,1,1,492,"100610","201907"
5604000,"2"," 3"," 0",0.014,"2",89,7.7,0.8333,0,0.092,0.101,0.146,0.01,2,3,492,"100610","201907"
5252000,"2"," 3"," 0",0.028,"2",89,7.7,1.1286,0,0.092,0.101,0.146,0.01,3,6,492,"100610","201907"
1043000,"3"," 3"," 0",0,"3",89,7.7,6e-04,0,0.083,0.088,0.155,0.009,1,1,387,"100209","200745"
1543000,"3"," 3"," 0",0.021,"3",89,7.7,0.029,0,0.083,0.088,0.155,0.009,2,3,387,"100209","200745"
772000,"3"," 3"," 0",0,"3",129,7.7,6e-04,0,0.083,0.088,0.155,0.009,1,1,387,"100209","200746"
1495000,"3"," 3"," 0",0.021,"3",129,7.7,0.029,0,0.083,0.088,0.155,0.009,2,3,387,"100209","200746"
6381000,"3"," 3"," 0",0,"3",188,7.7,6e-04,0,0.083,0.088,0.155,0.009,1,1,387,"100209","200747"
10608000,"3"," 3"," 0",0.021,"3",188,7.7,0.029,0,0.083,0.088,0.155,0.009,2,3,387,"100209","200747"
50000,"3"," 3"," 0",0,"3",79,7.7,6e-04,0,0.083,0.088,0.155,0.009,1,1,387,"100209","200750"
1593000,"3"," 3"," 0",0.021,"3",79,7.7,0.029,0,0.083,0.088,0.155,0.009,2,3,387,"100209","200750"
383000,"3"," 3"," 0",0,"3",119,7.7,6e-04,0,0.083,0.088,0.155,0.009,1,1,387,"100209","200751"
3379000,"3"," 3"," 0",0.021,"3",119,7.7,0.029,0,0.083,0.088,0.155,0.009,2,3,387,"100209","200751"
2883000,"3"," 3"," 0",0,"3",168,7.7,6e-04,0,0.083,0.088,0.155,0.009,1,1,387,"100209","200752"
18451000,"3"," 3"," 0",0.021,"3",168,7.7,0.029,0,0.083,0.088,0.155,0.009,2,3,387,"100209","200752"
18961000,"4"," 3"," 0",0,"2",139,7.2,0.1524,1.518,0.078,0.086,0.144,0.011,1,1,492,"100607","201879"
36189000,"4"," 3"," 0",0.014,"2",139,7.2,0.0667,1.518,0.078,0.086,0.144,0.011,2,3,492,"100607","201879"
31689000,"4"," 3"," 0",0.028,"2",139,7.2,0.0667,1.518,0.078,0.086,0.144,0.011,3,6,492,"100607","201879"
13130000,"5"," 3"," 0",0,"2",59,5.3,0.1095,2.664,0.073,0.087,0.137,0.009,1,1,492,"100613","201872"
18372000,"5"," 3"," 0",0.014,"2",59,5.3,0.8095,2.664,0.073,0.087,0.137,0.009,2,3,492,"100613","201872"
19001000,"5"," 3"," 0",0.028,"2",59,5.3,0.1619,2.664,0.073,0.087,0.137,0.009,3,6,492,"100613","201872"
7120000,"5"," 3"," 0",0,"2",59,5.3,0.1095,2.664,0.073,0.087,0.137,0.009,1,1,492,"100613","201876"
12788000,"5"," 3"," 0",0.014,"2",59,5.3,0.8095,2.664,0.073,0.087,0.137,0.009,2,3,492,"100613","201876"
12986000,"5"," 3"," 0",0.028,"2",59,5.3,0.1619,2.664,0.073,0.087,0.137,0.009,3,6,492,"100613","201876"
7747000,"6"," 3"," 0",0,"7",178,5.5,0.1226,0,0.072,0.09,0.134,0.008,1,1,224,"100737","202164"
17506000,"6"," 3"," 0",0.021,"7",178,5.5,6e-04,0,0.072,0.09,0.134,0.008,2,3,224,"100737","202164"
4116000,"6"," 3"," 0",0,"7",173,5.5,0.1226,0,0.072,0.09,0.134,0.008,1,1,224,"100737","202167"
22338000,"6"," 3"," 0",0.021,"7",173,5.5,6e-04,0,0.072,0.09,0.134,0.008,2,3,224,"100737","202167"
4198000,"2"," 3"," 0",0.014,"1",69.9,5.6,6e-04,1.055,15.721,0.154,0.163,0.008,1,1,423,"100346","201069"
4579000,"2"," 3"," 0",0.028,"1",69.9,5.6,0.3619,1.055,15.721,0.154,0.163,0.008,2,3,423,"100346","201069"
18018000,"2"," 3"," 0",0.014,"1",69.9,5.6,6e-04,1.055,15.721,0.154,0.163,0.008,1,1,423,"100346","201076"
24890000,"2"," 3"," 0",0.028,"1",69.9,5.6,0.3619,1.055,15.721,0.154,0.163,0.008,2,3,423,"100346","201076"
28283000,"2"," 3"," 0",0,"2",79.9,5.6,6e-04,1.055,15.721,0.154,0.163,0.008,1,1,392,"100664","201997"
6502000,"3"," 3"," 0",0,"1",199,4.5,0.4381,1.071,0.125,0.14,0.154,0.012,1,1,473,"100270","200892"
19902000,"3"," 3"," 0",0.014,"1",199,4.5,0.0667,1.071,0.125,0.14,0.154,0.012,2,3,473,"100270","200892"
24358000,"3"," 3"," 0",0.028,"1",199,4.5,0.1238,1.071,0.125,0.14,0.154,0.012,3,6,473,"100270","200892"
13214000,"3"," 3"," 0",0,"1",199,4.5,0.4381,1.071,0.125,0.14,0.154,0.012,1,1,473,"100271","200889"
32106000,"3"," 3"," 0",0.014,"1",199,4.5,0.0667,1.071,0.125,0.14,0.154,0.012,2,3,473,"100271","200889"
66977000,"3"," 3"," 0",0.028,"1",199,4.5,0.1238,1.071,0.125,0.14,0.154,0.012,3,6,473,"100271","200889"
50000,"4"," 3"," 0",0,"7",440,2.9,0.2476,0.133,0.248,0.14,0.156,0.009,1,1,478,"100182","200612"
1673000,"4"," 3"," 0",0.014,"7",440,2.9,0.1714,0.133,0.248,0.14,0.156,0.009,2,3,478,"100182","200612"
50000,"4"," 3"," 0",0.028,"7",440,2.9,0.0571,0.133,0.248,0.14,0.156,0.009,3,6,478,"100182","200612"
50000,"4"," 3"," 0",0,"7",490,2.9,0.2476,0.133,0.248,0.14,0.156,0.009,1,1,478,"100182","200613"
1862000,"4"," 3"," 0",0.014,"7",490,2.9,0.1714,0.133,0.248,0.14,0.156,0.009,2,3,478,"100182","200613"
12404000,"4"," 3"," 0",0.028,"7",490,2.9,0.0571,0.133,0.248,0.14,0.156,0.009,3,6,478,"100182","200613"
50000,"4"," 3"," 0",0,"7",400,2.9,0.2476,0.133,0.248,0.14,0.156,0.009,1,1,478,"100182","200614"
2995000,"4"," 3"," 0",0.014,"7",400,2.9,0.1714,0.133,0.248,0.14,0.156,0.009,2,3,478,"100182","200614"
1522000,"4"," 3"," 0",0.028,"7",400,2.9,0.0571,0.133,0.248,0.14,0.156,0.009,3,6,478,"100182","200614"
15038000,"4"," 3"," 0",0,"7",450,2.9,0.2476,0.133,0.248,0.14,0.156,0.009,1,1,478,"100182","200615"
35010000,"4"," 3"," 0",0.014,"7",450,2.9,0.1714,0.133,0.248,0.14,0.156,0.009,2,3,478,"100182","200615"
26460000,"4"," 3"," 0",0.028,"7",450,2.9,0.0571,0.133,0.248,0.14,0.156,0.009,3,6,478,"100182","200615"
15065000,"5"," 3"," 0",0,"1",49,3.7,6e-04,0.133,0.102,0.156,0.151,0.008,1,1,439,"100090","200243"
24152000,"5"," 3"," 0",0.021,"1",49,3.7,0.8387,0.133,0.102,0.156,0.151,0.008,2,3,439,"100090","200243"
25055000,"5"," 3"," 0",0,"1",49,3.7,6e-04,0.133,0.102,0.156,0.151,0.008,1,1,439,"100090","200247"
49493000,"5"," 3"," 0",0.021,"1",49,3.7,0.8387,0.133,0.102,0.156,0.151,0.008,2,3,439,"100090","200247"
3471000,"6"," 3"," 0",0,"6",1349,4,6e-04,5.563,0.095,0.184,0.143,0.006,1,1,494,"100577","201704"
18496000,"6"," 3"," 0",0.014,"6",1349,4,0.5048,5.563,0.095,0.184,0.143,0.006,2,3,494,"100577","201704"
39991000,"6"," 3"," 0",0.028,"6",1349,4,2.4048,5.563,0.095,0.184,0.143,0.006,3,6,494,"100577","201704"
5978000,"6"," 3"," 0",0,"6",1089,4,6e-04,5.563,0.095,0.184,0.143,0.006,1,1,494,"100577","201706"
8970000,"6"," 3"," 0",0.014,"6",1089,4,0.5048,5.563,0.095,0.184,0.143,0.006,2,3,494,"100577","201706"
5978000,"6"," 3"," 0",0.028,"6",1089,4,2.4048,5.563,0.095,0.184,0.143,0.006,3,6,494,"100577","201706"
6912000,"6"," 3"," 0",0,"6",1259,4,6e-04,5.563,0.095,0.184,0.143,0.006,1,1,494,"100577","201756"
10343000,"6"," 3"," 0",0.014,"6",1259,4,0.5048,5.563,0.095,0.184,0.143,0.006,2,3,494,"100577","201756"
27499000,"6"," 3"," 0",0.028,"6",1259,4,2.4048,5.563,0.095,0.184,0.143,0.006,3,6,494,"100577","201756"
2767000,"6"," 3"," 0",0,"6",999,4,6e-04,5.563,0.095,0.184,0.143,0.006,1,1,494,"100577","201758"
5484000,"6"," 3"," 0",0.014,"6",999,4,0.5048,5.563,0.095,0.184,0.143,0.006,2,3,494,"100577","201758"
8201000,"6"," 3"," 0",0.028,"6",999,4,2.4048,5.563,0.095,0.184,0.143,0.006,3,6,494,"100577","201758"
90607000,"1"," 3"," 0",0,"2",99,5,6e-04,7.1,0.11,0.172,0.127,0.007,1,1,375,"100695","202058"
31049000,"2"," 3"," 0",0.014,"2",89,7.2,0.3048,0,0.141,0.335,0.175,0.007,1,1,492,"100599","201889"
41532000,"2"," 3"," 0",0.028,"2",89,7.2,1.7476,0,0.141,0.335,0.175,0.007,2,3,492,"100599","201889"
38793000,"2"," 3"," 0",0,"1",69.9,7.2,6e-04,0,0.141,0.335,0.175,0.007,1,1,462,"100808","202378"
10464000,"3"," 3"," 0",0,"1",49,10.2,0.629,0,0.13,0.312,0.176,0.011,1,1,439,"100090","200243"
22166000,"3"," 3"," 0",0.021,"1",49,10.2,6e-04,0,0.13,0.312,0.176,0.011,2,3,439,"100090","200243"
16857000,"3"," 3"," 0",0,"1",49,10.2,0.629,0,0.13,0.312,0.176,0.011,1,1,439,"100090","200247"
51882000,"3"," 3"," 0",0.021,"1",49,10.2,6e-04,0,0.13,0.312,0.176,0.011,2,3,439,"100090","200247"
28395000,"4"," 3"," 0",0,"7",189,10.5,1.3,14.465,0.12,0.321,0.169,0.01,1,1,441,"100501","201514"
31291000,"4"," 3"," 0",0.014,"7",189,10.5,5.981,14.465,0.12,0.321,0.169,0.01,2,3,441,"100501","201514"
40169000,"4"," 3"," 0",0.028,"7",189,10.5,1.9667,14.465,0.12,0.321,0.169,0.01,3,6,441,"100501","201514"
3541000,"5"," 3"," 0",0,"1",69.9,8.3,6e-04,4.38,0.122,0.332,0.171,0.01,1,1,423,"100346","201069"
7769000,"5"," 3"," 0",0.014,"1",69.9,8.3,0.4667,4.38,0.122,0.332,0.171,0.01,2,3,423,"100346","201069"
8608000,"5"," 3"," 0",0.028,"1",69.9,8.3,6e-04,4.38,0.122,0.332,0.171,0.01,3,6,423,"100346","201069"
11471000,"5"," 3"," 0",0,"1",69.9,8.3,6e-04,4.38,0.122,0.332,0.171,0.01,1,1,423,"100346","201076"
20401000,"5"," 3"," 0",0.014,"1",69.9,8.3,0.4667,4.38,0.122,0.332,0.171,0.01,2,3,423,"100346","201076"
26223000,"5"," 3"," 0",0.028,"1",69.9,8.3,6e-04,4.38,0.122,0.332,0.171,0.01,3,6,423,"100346","201076"
50000,"6"," 3"," 0",0,"7",440,3.7,6e-04,0,0.129,0.325,0.166,0.008,1,1,478,"100182","200612"
1673000,"6"," 3"," 0",0.014,"7",440,3.7,6e-04,0,0.129,0.325,0.166,0.008,2,3,478,"100182","200612"
1673000,"6"," 3"," 0",0.028,"7",440,3.7,0.3714,0,0.129,0.325,0.166,0.008,3,6,478,"100182","200612"
5302000,"6"," 3"," 0",0,"7",490,3.7,6e-04,0,0.129,0.325,0.166,0.008,1,1,478,"100182","200613"
10923000,"6"," 3"," 0",0.014,"7",490,3.7,6e-04,0,0.129,0.325,0.166,0.008,2,3,478,"100182","200613"
5524000,"6"," 3"," 0",0.028,"7",490,3.7,0.3714,0,0.129,0.325,0.166,0.008,3,6,478,"100182","200613"
50000,"6"," 3"," 0",0,"7",400,3.7,6e-04,0,0.129,0.325,0.166,0.008,1,1,478,"100182","200614"
1522000,"6"," 3"," 0",0.014,"7",400,3.7,6e-04,0,0.129,0.325,0.166,0.008,2,3,478,"100182","200614"
50000,"6"," 3"," 0",0.028,"7",400,3.7,0.3714,0,0.129,0.325,0.166,0.008,3,6,478,"100182","200614"
8240000,"6"," 3"," 0",0,"7",450,3.7,6e-04,0,0.129,0.325,0.166,0.008,1,1,478,"100182","200615"
23121000,"6"," 3"," 0",0.014,"7",450,3.7,6e-04,0,0.129,0.325,0.166,0.008,2,3,478,"100182","200615"
21435000,"6"," 3"," 0",0.028,"7",450,3.7,0.3714,0,0.129,0.325,0.166,0.008,3,6,478,"100182","200615"
36545000,"1"," 3"," 0",0,"6",1349,4.3,0.3333,0,0.123,0.251,0.142,0.005,1,1,494,"100577","201704"
3014000,"1"," 3"," 0",0,"6",1089,4.3,0.3333,0,0.123,0.251,0.142,0.005,1,1,494,"100577","201706"
44736000,"1"," 3"," 0",0,"6",1259,4.3,0.3333,0,0.123,0.251,0.142,0.005,1,1,494,"100577","201756"
13662000,"1"," 3"," 0",0,"6",999,4.3,0.3333,0,0.123,0.251,0.142,0.005,1,1,494,"100577","201758"
10695000,"2"," 3"," 0",0,"1",69.9,7.6,6e-04,0,0.169,0.506,0.21,0.009,1,1,423,"100346","201069"
22415000,"2"," 3"," 0",0,"1",69.9,7.6,6e-04,0,0.169,0.506,0.21,0.009,1,1,423,"100346","201076"
11146000,"2"," 3"," 0",0.014,"2",109,7.6,0.0571,0,0.169,0.506,0.21,0.009,1,1,1,"100692","202054"
22458000,"2"," 3"," 0",0.028,"2",109,7.6,0.2286,0,0.169,0.506,0.21,0.009,2,3,1,"100692","202054"
4596000,"3"," 3"," 0",0,"1",79.9,9.9,6e-04,0,0.146,0.443,0.193,0.008,1,1,1,"100250","200837"
8230000,"3"," 3"," 0",0.021,"1",79.9,9.9,0.0065,0,0.146,0.443,0.193,0.008,2,3,1,"100250","200837"
773000,"3"," 3"," 0",0,"1",79.9,9.9,6e-04,0,0.146,0.443,0.193,0.008,1,1,1,"100250","200851"
3186000,"3"," 3"," 0",0.021,"1",79.9,9.9,0.0065,0,0.146,0.443,0.193,0.008,2,3,1,"100250","200851"
4680000,"3"," 3"," 0",0,"1",79.9,9.9,6e-04,0,0.146,0.443,0.193,0.008,1,1,1,"100251","200850"
7161000,"3"," 3"," 0",0.021,"1",79.9,9.9,0.0065,0,0.146,0.443,0.193,0.008,2,3,1,"100251","200850"
1964000,"3"," 3"," 0",0,"1",79.9,9.9,6e-04,0,0.146,0.443,0.193,0.008,1,1,1,"100251","200861"
4664000,"3"," 3"," 0",0.021,"1",79.9,9.9,0.0065,0,0.146,0.443,0.193,0.008,2,3,1,"100251","200861"
26898000,"4"," 3"," 0",0,"9",49.9,11,0.1381,0.444,0.144,0.524,0.199,0.007,1,1,353,"100185","201963"
15501000,"4"," 3"," 0",0.014,"1",69.9,11,0.0619,0.444,0.144,0.524,0.199,0.007,1,1,462,"100808","202378"
33627000,"4"," 3"," 0",0.028,"1",69.9,11,0.001,0.444,0.144,0.524,0.199,0.007,2,3,462,"100808","202378"
3856000,"5"," 3"," 0",0,"9",69,7.7,0.001,4.63,0.132,0.461,0.204,0.009,1,1,289,"100751","202197"
3579000,"5"," 3"," 0",0.021,"9",69,7.7,0.3161,4.63,0.132,0.461,0.204,0.009,2,3,289,"100751","202197"
11889000,"5"," 3"," 0",0,"9",69,7.7,0.001,4.63,0.132,0.461,0.204,0.009,1,1,289,"100751","202200"
29372000,"5"," 3"," 0",0.021,"9",69,7.7,0.3161,4.63,0.132,0.461,0.204,0.009,2,3,289,"100751","202200"
3367000,"6"," 3"," 0",0,"1",69.9,8.3,0.1476,4.317,0.132,0.432,0.196,0.009,1,1,423,"100346","201069"
6525000,"6"," 3"," 0",0.014,"1",69.9,8.3,0.3714,4.317,0.132,0.432,0.196,0.009,2,3,423,"100346","201069"
10019000,"6"," 3"," 0",0.028,"1",69.9,8.3,0.001,4.317,0.132,0.432,0.196,0.009,3,6,423,"100346","201069"
9830000,"6"," 3"," 0",0,"1",69.9,8.3,0.1476,4.317,0.132,0.432,0.196,0.009,1,1,423,"100346","201076"
19960000,"6"," 3"," 0",0.014,"1",69.9,8.3,0.3714,4.317,0.132,0.432,0.196,0.009,2,3,423,"100346","201076"
28848000,"6"," 3"," 0",0.028,"1",69.9,8.3,0.001,4.317,0.132,0.432,0.196,0.009,3,6,423,"100346","201076"
6551000,"1"," 3"," 0",0,"6",1080,4.1,1.6,1.217,0.132,0.332,0.158,0.009,1,1,494,"100575","201685"
5518000,"1"," 3"," 0",0,"6",1800,4.1,1.6,1.217,0.132,0.332,0.158,0.009,1,1,494,"100575","201688"
50000,"1"," 3"," 0",0,"6",2880,4.1,1.6,1.217,0.132,0.332,0.158,0.009,1,1,494,"100575","201692"
9072000,"1"," 3"," 0",0,"6",1000,4.1,1.6,1.217,0.132,0.332,0.158,0.009,1,1,494,"100575","201738"
5184000,"1"," 3"," 0",0,"6",1700,4.1,1.6,1.217,0.132,0.332,0.158,0.009,1,1,494,"100575","201742"
16393000,"1"," 3"," 0",0,"6",2700,4.1,1.6,1.217,0.132,0.332,0.158,0.009,1,1,494,"100575","201746"
7584000,"2"," 4"," 0",0.014,"1",69.9,4.3,1.3571,3.9,0.165,0.585,0.237,0.008,1,1,483,"100127","200341"
11109000,"2"," 4"," 0",0.028,"1",69.9,4.3,0.001,3.9,0.165,0.585,0.237,0.008,2,3,483,"100127","200341"
